Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
4561,Portugal,"This is an easy, fruity wine. Soft and light in character, it has attractive red fruits and acidity. Drink this wine now.",Borges Quinta da Soalheira,85,8.0,Douro,,,Roger Voss,@vossroger,Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro),Portuguese Red,Jose Maria Vieira				,,85000,15.299999999999999
5068,Portugal,"There is a strong barnyard aroma here, although the palate is cleaner and more modern. With rich tannins and a dark plum character, it's ripe and structured. There is a strong mineral element, giving the wine power and density. Drink from 2016.",Lello,87,8.0,Douro,,,Roger Voss,@vossroger,Borges 2011 Lello Red (Douro),Portuguese Red,Borges				,,87000,15.66
5826,Portugal,"Soft and smooth, this is a rounded, apple and pear flavored wine. With a streak of lemon acidity at the end, it has just the right amount of freshness. Drink now.",Alabastro Branco,84,8.0,Alentejano,,,Roger Voss,@vossroger,Caves AlianÃ§a 2013 Alabastro Branco White (Alentejano),Portuguese White,Caves AlianÃ§a				,,84000,15.12
6207,Portugal,"Expanding the Casal Garcia range into the Douro, this light and fruity wine is an easy drink. It has some toast to balance the soft tannins and black currant fruits.",Casal Garcia Tinto,85,8.0,Douro,,,Roger Voss,@vossroger,Aveleda 2014 Casal Garcia Tinto Red (Douro),Portuguese Red,Aveleda				,,85000,15.299999999999999
6290,Portugal,"A smoky wine with black currant flavors that bring together spice and fruitiness. The wine has a light touch, licorice and stalky tannins ending with attractive juiciness. It is ready to drink.",Bigode,84,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2011 Bigode Red (Lisboa),Portuguese Red,DFJ Vinhos				,,84000,15.12
7322,Portugal,"The familiar rosÃ© Lancers is all about crushed strawberries with a touch of sugar. There is a light structure, but the attractive light pink color and the fresh fruit all work together. Screwcap.",Lancers RosÃ©,81,8.0,Table wine,,,Roger Voss,@vossroger,JosÃ© Maria da Fonseca NV Lancers RosÃ© Red (Table wine),Portuguese Red,JosÃ© Maria da Fonseca				,,81000,14.58
7906,Portugal,"A sweet Vinho Verde, it is light, fruity and perfect for the summer. With crisp acidity, a lively, frothy texture and a clean apple aftertaste, it can be drunk now.",Arca Nova,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta das Arcas 2013 Arca Nova White (Vinho Verde),Portuguese White,Quinta das Arcas				,,84000,15.12
8020,Portugal,"Here's a ripe, earthy wine that is softly tannic and richly fruity. It has a fine balance between the warm blackberry fruits and solid structure. Made to be drunk young, it is already delicious. Screwcap.",Ciconia,86,8.0,Alentejano,,,Roger Voss,@vossroger,Herdade de SÃ£o Miguel 2012 Ciconia Red (Alentejano),Portuguese Red,Herdade de SÃ£o Miguel				,,86000,15.479999999999999
9283,Portugal,"With soft tannins and ripe berry fruits, this is an immediately accessible wine. It has a fresh character, with a smoky edge and a ripe, smooth aftertaste. This would make a great barbecue wine for the summer.",Charamba,86,8.0,Douro,,,Roger Voss,@vossroger,Aveleda 2014 Charamba Red (Douro),Portuguese Red,Aveleda				,,86000,15.479999999999999
9700,Portugal,"Going for structure as much as fruit, this is a cool wine with black currant flavors giving high acidity. It feels light, fresh, although there are tannins and spice to give some final weight.",BridÃ£o Classico,86,8.0,Ribatejo,,,Roger Voss,@vossroger,Adega Cooperativa do Cartaxo 2007 BridÃ£o Classico Red (Ribatejo),Portuguese Red,Adega Cooperativa do Cartaxo				,,86000,15.479999999999999
10570,Portugal,This is called sweet and that's what it is. The candied sweetness is balanced by some acidity to keep the wine crisp and fruity. It will be fine as an apÃ©ritif. Drink now.,Casal Garcia Sweet,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda NV Casal Garcia Sweet White (Vinho Verde),Portuguese White,Aveleda				,,84000,15.12
11285,Portugal,"In a reference to the storks who build nests in the chimneys of the Eiffel-designed DFJ winery, Storks Landing shows bright acidity, layers of citrus plus a touch of more exotic pineapple. A blend of FernÃ£o Pires and Chardonnay, it's fresh and light in the mouth, mineral and crisp at the end.",Storks Landing,86,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2013 Storks Landing White (Lisboa),Portuguese White,DFJ Vinhos				,,86000,15.479999999999999
11592,Portugal,"Lightly sweet, this is a soft, gently fruity wine with a prickle on the tongue and fruit-drop acidity. Screwcap.",Casal Garcia,83,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2012 Casal Garcia RosÃ© (Vinho Verde),Portuguese RosÃ©,Aveleda				,,83000,14.94
11623,Portugal,"Named after the crickets, or cicadas, whose song fills the summer nights, this soft and lightly perfumed wine has citrus and apple fruit flavors, a tangy, flinty texture and plenty of acidity. Drink now.",Cigarra Branco,85,8.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2015 Cigarra Branco White (Lisboa),Portuguese White,Casa Santos Lima				,,85000,15.299999999999999
12399,Portugal,"This is a spicy, rich, smooth wine, immediately attractive and ready to drink. It has ripe tannins, black fruits in abundance and delicious acidity to give a lift. It's a classic barbecue wine and great for summer parties.",Quinta das Setencostas,87,8.0,Alenquer,,,Roger Voss,@vossroger,Casa Santos Lima 2009 Quinta das Setencostas Red (Alenquer),Portuguese Red,Casa Santos Lima				,,87000,15.66
12705,Portugal,"An attractively fruity wine that's easy to drink and fresh. Lemon and apples give a crisp edge, followed by a zesty, fragrant character. Drink this light wine now.",Portada Winemaker's Selection Branco,84,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2013 Portada Winemaker's Selection Branco White (Lisboa),Portuguese White,DFJ Vinhos				,,84000,15.12
13669,Portugal,"A lean, edgy wine, which shows bramble fruits, red berries and tense tannins. There's fine structure and, given a few months, the acidity will turn this into a good food wine.",Cortello,86,8.0,Estremadura,,,Roger Voss,@vossroger,Quinta do Gradil 2005 Cortello Syrah (Estremadura),Syrah,Quinta do Gradil				,,86000,15.479999999999999
14435,Portugal,"Although based in Bairrada, further south, Messias does have considerable interests in the Douro. This wine, with its firm, mineral structure, brings out the tannins and concentration of the Douro. That goes with the black fruit flavors that are dark and dry. Drink this wine now.",Messias Selection,86,8.0,Douro,,,Roger Voss,@vossroger,Messias 2013 Messias Selection Red (Douro),Portuguese Red,Messias				,,86000,15.479999999999999
14547,Portugal,"Soft, with a light texture and approachable acidity, this is a bright wine that has plenty of apricot and pear flavors. The wine is fresh and ready to drink, with an orange zest finish.",Portada Winemaker's Selection Branco,84,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2014 Portada Winemaker's Selection Branco White (Lisboa),Portuguese White,DFJ Vinhos				,,84000,15.12
14555,Portugal,"One of the classic brands of Vinho Verde, this is still one of the best. It has great fruitiness and crisp acidity, only just off dry. Lemon sherbet and fresh orange zest give a delicious lift to the finish.",Casal Garcia Branco,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2014 Casal Garcia Branco White (Vinho Verde),Portuguese White,Aveleda				,,84000,15.12
15343,Portugal,"Apples and strawberry combine easily in this soft, fresh rosÃ©. It's fruity, light, with a slight prickle in the mouth.",Casal Garcia,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2010 Casal Garcia RosÃ© (Vinho Verde),RosÃ©,Aveleda				,,84000,15.12
15769,Portugal,"Named after a Portuguese dance, this fresh, fruitcake and blackberry-flavored wine is easily ready to drink, a wine that powers through with its sweet, juicy fruit and final acidity.",Charamba,88,8.0,Douro,,,Roger Voss,@vossroger,Aveleda 2005 Charamba Red (Douro),Portuguese Red,Aveleda				,,88000,15.84
16047,Portugal,"A blend of Syrah, CastelÃ£o and Aragonez, this is a ripe, full wine that has fine soft fruit. The tannins give just the right edge to the red fruits and final acidity. Drink now.",Bote,87,8.0,Lisboa,,,Roger Voss,@vossroger,Casca Wines 2015 Bote Red (Lisboa),Portuguese Red,Casca Wines				,,87000,15.66
16068,Portugal,"This is an easy-drinking, smooth and generous wine. With its light tannins and red berry fruit, it is ready to drink young. The aftertaste adds some acidity to give a lift.",Lobocellar,87,8.0,PenÃ­nsula de SetÃºbal,,,Roger Voss,@vossroger,Lobo 2014 Lobocellar Red (PenÃ­nsula de SetÃºbal),Portuguese Red,Lobo				,,87000,15.66
16097,Portugal,"Ripe and fruity, with some sweetness that does not seem to be fully integrated. So the green plum flavors are attractive, as is the acidity, but there is an intrusive sugary edge.",Segada Branco,83,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2010 Segada Branco White (Lisboa),Portuguese White,DFJ Vinhos				,,83000,14.94
16943,Portugal,"This is pure fruitiness, a wine packed with spice, berry fruits and soft, open tannins. It is a great barbecue-style wine, ripe, with good acidity and a bright, crisp aftertaste. Drink now.",Quinta EssÃªncia,86,8.0,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2010 Quinta EssÃªncia Red (Tejo),Portuguese Red,Casal da Coelheira				,,86000,15.479999999999999
18157,Portugal,"This is a satisfying, ripe and rich wine. It has big layers of red fruits, attractive spice from partial wood aging and fresh acidity. Still young, it will be even better from early 2016.",Ciconia Tinto,88,8.0,Alentejano,,,Roger Voss,@vossroger,Herdade de SÃ£o Miguel 2014 Ciconia Tinto Red (Alentejano),Portuguese Red,Herdade de SÃ£o Miguel				,,88000,15.84
18628,Portugal,"Bright pink in color, this 100% Touriga Nacional rosÃ© is ripe with caramel and red berry flavors. It misses out on acidity, leaving the wine flat at the end.",,83,8.0,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2014 RosÃ© (Tejo),RosÃ©,Quinta da Alorna				,,83000,14.94
18979,Portugal,"Fresh, crisp and fruity, this is a citrus and apple-flavored medium-dry wine. With plenty of acidity, bright and packed with easy fruitiness, the wine is ready to drink.",Casal Garcia Branco,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda NV Casal Garcia Branco White (Vinho Verde),Portuguese White,Aveleda				,,84000,15.12
19422,Portugal,"This soft and fruity wine is crisp, fragrant and fresh. It has light acidity that balances with the forward apple flavor, as well as a dry lime edginess and nervy texture. Drink now. Screwcap.",Paxis Branco,86,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2012 Paxis Branco Arinto (Lisboa),Arinto,DFJ Vinhos				,,86000,15.479999999999999
20006,Portugal,"This wine is young but ripe, with spice and blackberry fruits. It has a core of mineral tannins that are a reminder of the hard schist rocks of the Douro. With this dry structure, it needs to be aged, so drink from 2017.",Charamba,86,8.0,Douro,,,Roger Voss,@vossroger,Aveleda 2013 Charamba Red (Douro),Portuguese Red,Aveleda				,,86000,15.479999999999999
20154,Portugal,"While this wine is dry, its warm strawberry fruit rounds out its character with a softness. Lemon sherbet acidity gives another touch of almost sweetness. Drink now.",Ossa,83,8.0,Alentejano,,,Roger Voss,@vossroger,Roquevale 2015 Ossa RosÃ© (Alentejano),RosÃ©,Roquevale				,,83000,14.94
20477,Portugal,"Named after the range of mountains close to the Roquevale winery, this wine is ripe, soft and offers an attractive series of red fruits and rich tannins. Drink this wine now.",Ossa Tinto,85,8.0,Alentejano,,,Roger Voss,@vossroger,Roquevale 2015 Ossa Tinto Red (Alentejano),Portuguese Red,Roquevale				,,85000,15.299999999999999
22020,Portugal,This is a fruity wine with a off-dry character that is balanced by lime and lemon fruitiness. The acidity and the tangy herbal character give the wine an attractive bite. Drink now.,Lagosta,86,8.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Velhas NV Lagosta White (Vinho Verde),Portuguese White,Caves Velhas				,,86000,15.479999999999999
22056,Portugal,"This is classic, off-dry Vinho Verde. With its light prickle, crisp fruit that has a tangy lime and lemon character that comes through the candy flavor, it is a refreshing, light wine.",Casal Garcia,85,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2015 Casal Garcia White (Vinho Verde),Portuguese White,Aveleda				,,85000,15.299999999999999
22057,Portugal,"This is a young, fruity wine with fine acidity and plenty of red-fruit flavors. Light spice, generous tannins and a hint of wood all contribute to a balanced wine that is ready to drink.",Toutalga,85,8.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Santos Jorge 2014 Toutalga Red (Alentejano),Portuguese Red,Casa Agricola Santos Jorge				,,85000,15.299999999999999
22072,Portugal,"This blend of Touriga Nacional with Merlot is perfumed and light. It has a salmon pink color, layers of citrus as well as red-currant fruit and a soft texture. Drink now.",Vinho Selection,84,8.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa 2015 Vinho Selection RosÃ© (Tejo),RosÃ©,Quinta da Lapa				,,84000,15.12
24367,Portugal,"A great value wine, its firm tannins surrounded by the freshest berry fruits and acidity. For drinking young, with its attractive ripe, open flavors.",Cabriz Colheita Seleccionada,88,8.0,DÃ£o,,,Roger Voss,@vossroger,DÃ£o Sul 2009 Cabriz Colheita Seleccionada Red (DÃ£o),Portuguese Red,DÃ£o Sul				,,88000,15.84
25522,Portugal,"Warm and ripe, this is a full-bodied rosÃ© that has the weight and some of the tannins of a red wine. With its vivid pink color and sweet strawberry fruits, it's fruity and ready to drink.",Alandra,86,8.0,Alentejano,,,Roger Voss,@vossroger,Herdade do EsporÃ£o 2013 Alandra RosÃ© (Alentejano),RosÃ©,Herdade do EsporÃ£o				,,86000,15.479999999999999
26012,Portugal,"Perfumed, with a soft, smooth texture, this has flavors of tropical fruit, peach and a hint of lemongrass that make for a rich wine.",Monte Alentejano Branco,86,8.0,Alentejano,,,Roger Voss,@vossroger,DFJ Vinhos 2011 Monte Alentejano Branco White (Alentejano),Portuguese White,DFJ Vinhos				,,86000,15.479999999999999
26013,Portugal,"Smooth and oily in texture, this is round and full of pear juice flavor. There is just a touch of green legume, adding piquancy to this ripe wine. Screwcap.",Paxis Branco,86,8.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2011 Paxis Branco Arinto (Lisboa),Arinto,DFJ Vinhos				,,86000,15.479999999999999
27119,Portugal,This caramel-flavored wine has a light red fruit character. It is off dry and needs to be severely chilled.,,82,8.0,Vinho Verde,,,Roger Voss,@vossroger,Calamares 2014 RosÃ© (Vinho Verde),RosÃ©,Calamares				,,82000,14.76
27745,Portugal,"One of the most popular Vinho Verdes, this is in a light, medium-sweet style. Very fresh and crisp, with some attractive citrus acidity, and ready to drink now. Screwcap.",Casal Garcia Branco,85,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2012 Casal Garcia Branco White (Vinho Verde),Portuguese White,Aveleda				,,85000,15.299999999999999
27932,Portugal,"All white fruit, lemon and grapefruit, soft and with a hint of softness. It's a fine apÃ©ritif wine, right up front and friendly. Screwcap.",What's for Dinner? Branco,85,8.0,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2009 What's for Dinner? Branco White (Tejo),Portuguese White,Quinta da Alorna				,,85000,15.299999999999999
28671,Portugal,"Named after the pheasant (FaisÃ£o), the wine is crisp enough to be refreshing. It is medium sweet and lightly textured with orange zest. Drink now.",FaisÃ£o,85,8.0,Vinho Verde,,,Roger Voss,@vossroger,Enoport 2016 FaisÃ£o White (Vinho Verde),Portuguese White,Enoport				,,85000,15.299999999999999
31386,Portugal,"Although the wine is closed at the moment, showing only its tannic side, it has a good promise from the weight of fruit that's at the back. Ripe and juicy, it should age well. Drink from 2017.",Terras de Monforte,88,8.0,Alentejo,,,Roger Voss,@vossroger,Herdade do PerdigÃ£o 2009 Terras de Monforte Red (Alentejo),Portuguese Red,Herdade do PerdigÃ£o				,,88000,15.84
